recency,baby,computers,fixed_telephony,furniture_decor,musical_instruments,sports_leisure,telephony,toys,other_categories,freight_value,frequency_medium,mean_review_score,ratio_comment_message
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84,0,5,0.0
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,1,5,100.0
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.16,0,5,100.0
201,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.25,0,5,50.0
498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,0,4,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.870000000000005,0,5,50.0
484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,1,5,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.13,0,5,0.0
252,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,278.25,58.86,0,5,0.0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,5,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,1,5,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,12.79,1,5,0.0
207,0.0,0.0,0.0,89.18,0.0,0.0,0.0,0.0,0.0,16.38,1,4,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,7.39,0,4,100.0
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76,0,5,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0,4,100.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79,0,1,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0,13.08,1,5,100.0
14,0.0,0.0,0.0,0.0,0.0,65.9,0.0,0.0,0.0,37.37,1,5,0.0
95,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,12.79,0,5,100.0
268,0.0,0.0,0.0,83.9,0.0,0.0,0.0,0.0,0.0,17.84,0,5,0.0
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,5,0.0
73,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,0,5,0.0
457,0.0,0.0,0.0,0.0,0.0,29.9,0.0,0.0,0.0,12.69,0,1,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,0,5,100.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.35,1,5,100.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,1,5,0.0
192,0.0,0.0,0.0,69.9,0.0,0.0,0.0,0.0,0.0,26.11,0,5,0.0
566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,5,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,15.1,0,3,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.41,0,5,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0,5,100.0
262,0.0,0.0,0.0,25.99,0.0,0.0,0.0,0.0,0.0,14.1,1,5,100.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,7.94,0,2,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0,2,100.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.79,0,1,100.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.61,0,4,100.0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.99,29.99,23.85,1,5,0.0
416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0,5,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,5,100.0
199,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.2,0,5,100.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.50999999999999,0,4,100.0
163,0.0,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,18.25,0,5,100.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,0,5,100.0
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0,5,100.0
266,0.0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,0.0,78.56,0,5,100.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,4,100.0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,0,5,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.9,12.38,1,4,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.77,1,5,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,0,4,100.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0,5,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.39,0,5,100.0
144,0.0,0.0,0.0,0.0,0.0,129.9,0.0,0.0,0.0,11.77,1,5,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.98,0,5,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0,5,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03,0,5,0.0
507,0.0,0.0,0.0,0.0,0.0,275.96999999999997,0.0,0.0,0.0,33.75,1,4,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.47,0,5,100.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.9,53.01,0,5,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,12.79,0,3,100.0
43,0.0,0.0,0.0,0.0,0.0,104.9,0.0,0.0,0.0,16.919999999999998,0,5,100.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.79,0,5,0.0
150,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,75.56,1,2,100.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.68,0,5,0.0
478,0.0,0.0,0.0,0.0,0.0,0.0,28.99,0.0,0.0,24.84,0,5,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.73,1,5,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,44.339999999999996,0,5,100.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0,5,0.0
264,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,1,1,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.98,51.32,0,5,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.99,23.46,0,2,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.53,0,5,100.0
474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.9,0.0,21.16,0,5,0.0
459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,15.58,0,1,0.0
391,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,11.85,0,1,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.53,1,3,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.39,19.66,1,5,100.0
529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,1,5,0.0
317,159.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79,0,5,0.0
239,0.0,0.0,0.0,49.9,0.0,0.0,0.0,0.0,0.0,17.6,0,5,0.0
465,0.0,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,26.89,1,4,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14,0,3,100.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.99000000000001,50.68,1,5,100.0
8,0.0,0.0,0.0,0.0,0.0,229.9,0.0,0.0,0.0,55.69,0,1,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0,5,100.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,0,5,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,13.51,0,4,100.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.59,0,5,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,0,4,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.55,0,5,100.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,9.45,1,5,100.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.8,11.94,0,5,100.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,23.72,0,5,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,0,5,100.0
135,109.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.35,0,5,100.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,0,5,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,35.32,0,5,0.0
482,0.0,0.0,0.0,0.0,0.0,0.0,37.99,0.0,0.0,14.52,0,5,100.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,14.16,0,5,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08,0,5,100.0
521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,1,4,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,15.79,0,5,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.6,15.67,0,5,100.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73,1,4,100.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.89000000000001,39.05,0,5,100.0
456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.8,30.02,1,5,100.0
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.96,0,5,0.0
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,32.22,1,5,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,679.0,0.0,0.0,19.85,1,1,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999999,30.66,1,1,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,8.29,0,5,100.0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13,0,5,100.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0,3,100.0
123,0.0,0.0,0.0,139.8,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,16.46,1,5,0.0
35,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,87.18,0,4,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,13.01,0,5,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46,0,4,0.0
526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.9,15.8,0,4,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,189.9,0.0,0.0,26.36,1,5,100.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,0,5,0.0
130,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,21.78,0,5,100.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,7.78,0,5,0.0
477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,24.97,1,5,0.0
254,0.0,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,9.34,1,3,0.0
260,0.0,0.0,0.0,0.0,0.0,269.9,0.0,0.0,0.0,16.64,0,5,0.0
438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21,0,5,0.0
339,0.0,0.0,0.0,0.0,0.0,279.99,0.0,0.0,0.0,21.2,0,1,100.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,38.88,0,5,0.0
75,0.0,0.0,0.0,0.0,0.0,28.9,0.0,0.0,0.0,27.89,1,5,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87,0,5,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.43,0,5,100.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56,0,5,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65,1,5,100.0
121,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51,0,5,0.0
324,159.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79,0,5,0.0
193,0.0,0.0,0.0,0.0,0.0,208.9,0.0,0.0,120.0,41.42,1,5,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69,1,5,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.99,14.11,1,5,0.0
218,0.0,0.0,0.0,69.9,0.0,0.0,0.0,0.0,0.0,19.98,0,5,100.0
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,0,5,100.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,0,5,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,5,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.47,0,5,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.78,8.22,1,5,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.7,18.7,1,5,0.0
482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,11.74,1,5,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.9,16.54,0,1,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,0,5,100.0
273,0.0,0.0,0.0,0.0,0.0,199.9,0.0,0.0,0.0,40.33,0,5,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.8,30.509999999999998,0,2,100.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17,0,5,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,18.0,1,4,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.65,0,4,0.0
589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,17.44,0,4,100.0
266,0.0,0.0,0.0,719.4,0.0,0.0,0.0,0.0,0.0,34.54,0,4,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,14.1,0,4,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,0,5,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28,1,5,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,18.33,0,5,100.0
484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,4,0.0
204,0.0,0.0,0.0,0.0,0.0,38.2,0.0,0.0,0.0,15.1,1,5,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,8.29,0,5,100.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82,0,5,100.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.98,46.760000000000005,1,5,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,1,5,100.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.89,0,5,0.0
176,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,12.4,0,5,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.9,23.42,0,5,0.0
551,0.0,0.0,34.99,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,5,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26,0,5,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.64,2,5,100.0
273,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,0.0,16.79,0,5,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.34,0,5,100.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.94,1,5,100.0
219,0.0,0.0,0.0,0.0,0.0,119.0,0.0,254.9,0.0,33.32,1,5,50.0
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,5,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,13.83,1,5,100.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.9,18.2,0,5,100.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.67,1,5,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.13,0,5,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.99,9.06,0,5,0.0
36,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,18.46,1,4,100.0
266,0.0,0.0,0.0,70.91,0.0,0.0,0.0,0.0,0.0,13.52,1,5,100.0
351,174.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74,0,5,100.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86,1,3,0.0
207,0.0,0.0,0.0,0.0,0.0,59.99,0.0,0.0,0.0,9.74,1,5,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0.0,0.0,18.23,0,5,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,1,5,0.0
262,0.0,0.0,0.0,64.9,0.0,0.0,0.0,0.0,0.0,11.95,0,4,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79,0,4,100.0
153,0.0,0.0,0.0,0.0,0.0,79.97,0.0,0.0,0.0,20.6,0,5,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0,4,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,0.0,10.66,0,1,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.96,0,4,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01,0,4,0.0
205,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,98.02,0,4,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,1,4,0.0
