customer_unique_id,recency,auto,bed_bath_table,computers_accessories,cool_stuff,fixed_telephony,furniture_decor,housewares,musical_instruments,small_appliances,unknown,watches_gifts,freight_value,frequency_heavy,sellers_count,mean_review_score
7d185d821a11c769636247766f1fd45e,21,0.0,109.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.61,1,1,5
0a5df23b922b9998bb7378f1ac03c98a,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85,0,2,5
2df79c0c80c225d537833abb01a1a8ca,173,0.0,0.0,0.0,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,14.13,1,1,5
e0b0f9beb31782e3174a67b875697ca0,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,1,1,3
8731e1c5aa27eced509f47d8012ff81e,23,0.0,0.0,0.0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,0.0,78.56,1,1,5
d2f122bc3109d7fb2385daec2d6ef7f7,154,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,1,1,3
9f269af9c49244f6ba4a46985a3cfc2e,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,0,1,5
5179541696b879141c1f0bb532f988c9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,15.77,0,1,5
48d4bf53229ec530405b4e461ae6adb0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,0,1,4
377bdfb2197d3b83c9e3f9502deabcfb,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.39,0,1,3
daf7dfe5576b8c581e8353aa8608a008,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0,1,5
0a11a4d0e9f9e864f03a7451f0f255b6,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.01,1,1,4
e63b7e65ecb65d0d1624a564fa2c8cff,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0,1,4
ed9fce60567d03fff71f9c06084c998e,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,0,1,5
311dff8c3112b3ea255ec4871cabaf03,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.73,0,1,4
a3d335d8dd759126b58367c6053bb20a,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,0,1,5
2f97fb04ba09cfa05b9e3b3af4e8e247,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.32,0,1,4
22be41ad7d58c7774c6e036348a042d0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16,1,1,5
4521ca49d47fa50f2b98f0c71cbf5ae7,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.58,0,1,4
d2c89ba54e6cf93abd4ea9bb9e9fbf73,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0,1,3
3e45b1d69bfaf0b7963cbb9dd00196f7,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,0,1,3
8051546e4730145100f73eb919000a81,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79,1,1,1
10669e874b7ddaab97d6d539578576d7,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.89,0,1,1
66d7c05de70168738de8f6f8b5adce82,32,117.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,1,1,4
52a7fb2dfa60628b04619fa279d3e27c,15,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,0,1,4
fbe53ee8a67e9fbf5cdb52d888701527,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0,1,5
b91094129b0c7e78a2d312269365968e,82,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,1,1,5
2e3c3bce0bc8cca5d8e987d047e64d8b,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0,1,3
5cbf29b2dcf212a6a5d864b887238c72,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,14.16,1,1,3
cab5ecc01e69aac95f48b619eb40a882,278,0.0,0.0,0.0,0.0,0.0,0.0,87.37,0.0,0.0,0.0,0.0,10.79,0,1,5
8689753ac05594f16b97e8bd556b50b0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67,1,1,4
106106992030e0d83e6f1bc9d4054070,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02,0,1,4
6110fc2216f14d1efaa683050a262e90,184,0.0,0.0,0.0,359.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.96,1,1,5
92f65b75e3c4a45c14f410b4aac4db69,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.22,0,1,5
071bb277b0146da77fac31e70657815e,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34,0,1,5
2c613e1daa937ba2dda45140c410f48f,175,0.0,0.0,0.0,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,17.13,1,1,5
e4bd579c28cb9ce017feb990171bc957,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,1,1,4
8a2530b1bf32235ed2636468ea0b1582,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1,1,5
b33ab8755cd35552942225232a9a8849,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36,0,1,5
6898b2273c4c2e9f697bb597c7df0837,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97,0,1,2
a54ff9cb5691f3de0ad67974bbb905fd,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34,0,1,4
c89cf1a054b60f1d893617b0b1a140d7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64,1,1,4
cb644c8c88c4705149fc0c7dd12d596d,195,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,0.0,25.21,1,1,4
e25e370b86824ff1a40d01c259cadd98,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,1,1,5
ded340acb51cad2b368c3e986d006ba8,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79,1,1,5
1e85d1d3ecbe271f8410d13ce6bc189f,31,0.0,37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69,0,1,5
43088e9ae1468ae7f8f6bd222b6a7329,196,0.0,89.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,1,1,5
2a151ec82fd8a1ca7c3e212651ab5b24,153,0.0,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,1,5
1268b060098ed3f22c2e7c34cc72a1a8,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,11.74,0,1,5
a55964e9744ba2f8e5911ff221b5de47,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,1,1,5
7eb6b25c03556dfd2a2ee982f42074c2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.33,1,1,5
f7be9bec658c62ab6240b44cd26c0b84,346,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.44,0,1,5
b6ebed144895adea96b6193124ea3db4,23,0.0,0.0,0.0,0.0,0.0,719.4,0.0,0.0,0.0,0.0,0.0,34.54,1,1,5
ac4aeb840ae2987076143c45d465e8a5,18,0.0,74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28,0,1,5
626495d0fb14f39da07290bb8d984ebf,241,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,1,5
ba77e9b6506636dcbd03e463d4786f24,168,0.0,0.0,0.0,0.0,0.0,0.0,85.99,0.0,0.0,0.0,0.0,46.760000000000005,1,3,5
977136c10acb01bd9cecb7d18ff7d1a0,308,0.0,0.0,0.0,0.0,34.99,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,1,5
6dfa1ddc7f7e7d7930de326f34c16f53,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79,0,1,5
16bc2649f4feeba423feecb3279bd28f,312,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,1,5
6927dac0fa9c5c972d388e6a77ce7d93,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0,1,5
757921c3d0047781031e9bcbaf2c393c,23,0.0,0.0,0.0,0.0,0.0,70.91,0.0,0.0,0.0,0.0,0.0,13.52,0,1,5
5a014dabe8de0cc29621e8c8d5ebfd8e,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74,1,1,5
83d1d424c386ddd0ee98407d038bcdb2,19,0.0,0.0,0.0,0.0,0.0,64.9,0.0,0.0,0.0,0.0,0.0,11.95,0,1,5
089b7f0bd3654dae116bbef61b197fea,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0,1,4
c53d90ab068a7fde8fb74003248e1ebc,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,24.06,1,1,5
795ec127906a9e161109399a70f5826d,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,1,5
8718d37e3e19a80c134708dbe5815732,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0,1,5
8234ef6394990aa58bc7078911f82f1b,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,1,1,1
7e69734dad7cfcbe95aa59f38095057d,171,0.0,89.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26,1,1,1
c42ba47d1df4847a1fae69d1407c83d9,330,0.0,0.0,0.0,0.0,0.0,29.9,0.0,0.0,0.0,0.0,0.0,10.96,0,1,5
ff755148365a0062374c353946b68aa3,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.97,1,1,3
74182c655b0270d9dde23ca43bb16a2e,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0,2,5
875a8799fbbac7a0f209714bebde4f1e,10,0.0,0.0,0.0,0.0,0.0,49.9,0.0,0.0,0.0,0.0,0.0,11.85,0,1,5
657b9acae4845d34e8766e84be3de88b,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88,0,1,4
85234917cd71e079f2cb073da6f28fdb,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.44,1,1,5
9d687a1e1a93c3d1788eaf38b05e0040,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.14,1,1,4
d84d4b0fd330741632546d09239344bc,18,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,1,5
d3940a0df7ce0786ee2c5a68f8149f91,116,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86,0,1,5
7f2a3bcef7f1ac62f0020784d1986eea,98,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,18.36,1,1,5
49eb55b407f86a1e87d7898594e65c90,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,1,1,5
07d5b1f9bdd053347f0213187b343ac9,438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.84,1,1,4
07187fdb640eb2923d831b48ce809b54,142,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57,1,1,3
e8dffc994f5e11c852b8706c0470ce53,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.35,0,1,5
37d2d1ac62901f9a36cff32ca86c9337,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.98,1,1,4
edf0cf9568d3eb609706a98548c06e83,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0,1,4
ee25395beccf60a948ec3591ec9ddacf,205,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,16.79,0,1,5
4e21dec7323ad0b039b139d47fae3374,130,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,21.02,1,1,4
6ba3c687055589c6271f660f1fbf6595,242,0.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0,1,5
2825ce9bfc557b2f9e46019382c0ecf6,122,0.0,0.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,1,4
33b141e373b4f251b033f9ed33d6974d,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.9,17.52,0,1,4
ae33f41c36f829c6194fdf1ba5721b88,22,0.0,0.0,0.0,0.0,0.0,0.0,21.15,0.0,0.0,0.0,0.0,23.22,1,1,4
71f93416aba3c29ee0929275f545b506,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,0,1,5
9fdda3b176806e4447ead693e25ee82a,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0,1,1
f2eb5bf76a4172b5ac7fc0ce6d64c3da,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,0,1,1
4509c8f5e9f3c62a7fe74eca06996bad,54,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.98,0,1,2
9eeaf54f02f98c43be6b0d01e3978660,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.93,0,1,5
3b9e2937de55d40ff1f7539bee704b40,297,0.0,0.0,0.0,0.0,0.0,65.69999999999999,0.0,0.0,0.0,0.0,0.0,43.56,0,1,5
9949e007c1f037474a3423372cccb701,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,0,1,1
399a778f5be153d30884026d52e5313b,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.58,1,1,1
cabd6d095f9967f7044473021795247c,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0,1,5
12cc890391e57d7123e004856ff1f137,438,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58,0,1,5
59f72bd03edfc6d071ee1091ea4dbaa6,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.86,1,1,4
a6e10bbbfb7af7122f5feb0f19268baa,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,0,1,5
e3989ce8a4e6df11d6e653380b318640,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0,1,5
99295d295510266e4145b6c536cac816,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.85,0,1,5
766c363986fc269b65ca0bd173b39691,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0,1,5
a577a79cf9dde79841a2b42bc7d0e6c3,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.01,0,1,5
8941047a0d54f59366a66ba79806ae9b,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,1,1,4
1d15f7e108877a5588200e84345a9a68,129,0.0,0.0,0.0,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,0,1,4
430205ab3bd4700f1934a49b0f6c610e,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.02,0,1,5
720d85b7b02bc0505d82fcd0e6010490,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.35,0,1,5
95cfb39a7e263160308a934e42cfc4e0,28,0.0,0.0,0.0,0.0,0.0,39.99,59.9,0.0,0.0,0.0,0.0,22.16,0,2,4
a39fd8580a18106b255d59465955e149,9,0.0,0.0,471.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.56,0,1,5
9676b88a7dd5de3db5ded00d7d36f1b0,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0,1,5
8a024c6ea16ad84e67bdc2bf5bd625c2,17,0.0,119.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.52,1,1,4
1e7097be947ad5d0f7819bdc9d8d7d0e,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.24,1,1,5
b8baa482e2e3b439ab972fba47c9be48,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.77,0,1,5
a0c241dec798f1624d120b0be72d7377,111,0.0,0.0,0.0,0.0,0.0,89.69999999999999,0.0,0.0,0.0,0.0,0.0,48.33,0,1,3
e63d1b81ea1a2cc0a9468c06a4305e09,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0,1,4
178517ea7fc752dbcbfcad925153cf94,29,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,0,1,5
00dd4390a8e8ad7a126e8331decc49ce,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,0,1,5
e4000306cf2f63714e6bb70dd20a6592,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,0,1,3
69fbe1ef33ee18593788e655e348b954,61,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52,1,1,5
0eab82e58c1b71bfb9f2c7dd966e8cff,100,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,43.8,1,1,5
8ca577639091122b3c581bc89d11da3b,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,1,1,2
545d52845f89fb2a0069f8af963812de,236,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78,0,1,5
572e9e13a44a5e4ac5c42e74b324244f,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,0,1,5
79a4fa88711e09a102e206befef01bda,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0,1,5
0680711d6e757ec7287a047650d3896b,72,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.83,1,1,5
