customer_unique_id,recency,baby,computers,fixed_telephony,furniture_decor,musical_instruments,sports_leisure,telephony,toys,other_categories,freight_value,frequency_medium,mean_review_score,ratio_comment_message
4acce2834231e13b1514915adda5ec2b,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72,0,1,100.0
c2551ea089b7ebbc67a2ea8757152514,143,0.0,0.0,0.0,0.0,0.0,126.80000000000001,0.0,0.0,0.0,41.42,2,4,0.0
12e7a2c201751ddc979e7a45cef500f3,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,15.56,1,4,0.0
9d9ab3b77f0416765b3fbedf94a942a4,47,0.0,0.0,0.0,38.4,0.0,0.0,0.0,0.0,0.0,11.85,1,5,100.0
51838d41add414a0b1b989b7d251d9ee,135,0.0,0.0,0.0,384.5,0.0,0.0,0.0,0.0,39.9,36.26,1,5,83.33333333333334
c63e44efa43f3947087aee96b388d949,126,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,28.15,0,5,0.0
31b8fa2573bde01af4737e8ed29c348b,34,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34,1,5,0.0
32de2a7a93dbfc527b3f584744b9c6ce,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.66,1,3,100.0
f9effeed3df9ae063a58c0759b96f8b2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,1,5,0.0
a7e7b19ff34ab885f7b7331de2417cf3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.98,31.68,0,5,0.0
5229b8e4d7d2b9b676c2083c17b1ecd0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,1,4,100.0
bb4d84a2b45b22ed710ac8c0dec63d1a,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.16,0,5,100.0
c756e1910755edd88c00ac3f46baba4b,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,0,5,0.0
04e495a3f45df8b41be2e934bbc16961,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27,0,4,0.0
c7a9a76a4b24a7e7b2caff982409b7ee,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,1,5,0.0
e3bcfea9bab07b492391664fc1ffc28a,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.13,0,5,0.0
410979f3cfd34e467d4fad78bd0f0219,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,5,0.0
7973a6ba9c81ecaeb3d628c33c7c7c48,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76,0,5,0.0
5ddb4fdd9cef2450d17ae20639815885,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,1,0.0
4f262a3ca91e56d568fd13240c3c3652,153,0.0,0.0,0.0,0.0,0.0,29.9,0.0,0.0,0.0,12.69,0,4,0.0
169381f51e4c3e926ef199364aeced22,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,4,0.0
a8ee33e35637322a81a8c26592f6ce36,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.41,0,5,0.0
3d8614b1f25530eca12661dc8b10a2fb,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0,5,100.0
0a5df23b922b9998bb7378f1ac03c98a,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.99,29.99,23.85,1,5,0.0
2df79c0c80c225d537833abb01a1a8ca,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0,5,0.0
e0b0f9beb31782e3174a67b875697ca0,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0,5,100.0
d2f122bc3109d7fb2385daec2d6ef7f7,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,0,5,0.0
9f269af9c49244f6ba4a46985a3cfc2e,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.9,12.38,1,5,0.0
daf7dfe5576b8c581e8353aa8608a008,203,0.0,0.0,0.0,0.0,0.0,275.96999999999997,0.0,0.0,0.0,33.75,1,5,0.0
0a11a4d0e9f9e864f03a7451f0f255b6,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.9,53.01,0,5,0.0
e63b7e65ecb65d0d1624a564fa2c8cff,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.79,0,5,0.0
ed9fce60567d03fff71f9c06084c998e,174,0.0,0.0,0.0,0.0,0.0,0.0,28.99,0.0,0.0,24.84,0,5,0.0
22be41ad7d58c7774c6e036348a042d0,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.9,0.0,21.16,0,3,0.0
4521ca49d47fa50f2b98f0c71cbf5ae7,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,15.58,0,5,0.0
d2c89ba54e6cf93abd4ea9bb9e9fbf73,87,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,11.85,0,3,0.0
3e45b1d69bfaf0b7963cbb9dd00196f7,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,1,5,0.0
8051546e4730145100f73eb919000a81,13,159.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79,0,5,0.0
10669e874b7ddaab97d6d539578576d7,161,0.0,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,26.89,1,4,0.0
fbe53ee8a67e9fbf5cdb52d888701527,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.8,11.94,0,3,100.0
b91094129b0c7e78a2d312269365968e,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,0,5,0.0
2e3c3bce0bc8cca5d8e987d047e64d8b,178,0.0,0.0,0.0,0.0,0.0,0.0,37.99,0.0,0.0,14.52,0,4,100.0
5cbf29b2dcf212a6a5d864b887238c72,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,14.16,0,4,0.0
cab5ecc01e69aac95f48b619eb40a882,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,1,5,0.0
106106992030e0d83e6f1bc9d4054070,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.8,30.02,1,4,100.0
6110fc2216f14d1efaa683050a262e90,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.96,0,5,0.0
92f65b75e3c4a45c14f410b4aac4db69,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,32.22,1,5,0.0
071bb277b0146da77fac31e70657815e,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.99,14.34,1,4,0.0
2c613e1daa937ba2dda45140c410f48f,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13,0,3,100.0
e4bd579c28cb9ce017feb990171bc957,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,13.01,0,3,0.0
8a2530b1bf32235ed2636468ea0b1582,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.9,15.8,0,1,0.0
6898b2273c4c2e9f697bb597c7df0837,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,24.97,1,1,0.0
cb644c8c88c4705149fc0c7dd12d596d,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21,0,4,0.0
e25e370b86824ff1a40d01c259cadd98,35,0.0,0.0,0.0,0.0,0.0,279.99,0.0,0.0,0.0,21.2,0,4,100.0
ded340acb51cad2b368c3e986d006ba8,20,159.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79,0,5,0.0
43088e9ae1468ae7f8f6bd222b6a7329,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,0,4,100.0
2a151ec82fd8a1ca7c3e212651ab5b24,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,4,0.0
1268b060098ed3f22c2e7c34cc72a1a8,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,11.74,1,4,0.0
f7be9bec658c62ab6240b44cd26c0b84,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,17.44,0,5,100.0
626495d0fb14f39da07290bb8d984ebf,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,1,0.0
ba77e9b6506636dcbd03e463d4786f24,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.98,46.760000000000005,1,1,0.0
977136c10acb01bd9cecb7d18ff7d1a0,247,0.0,0.0,34.99,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,5,0.0
16bc2649f4feeba423feecb3279bd28f,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,1,0.0
6927dac0fa9c5c972d388e6a77ce7d93,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.67,1,1,0.0
5a014dabe8de0cc29621e8c8d5ebfd8e,47,174.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74,0,5,100.0
795ec127906a9e161109399a70f5826d,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,10.96,0,5,0.0
8234ef6394990aa58bc7078911f82f1b,85,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,12.33,0,4,100.0
7e69734dad7cfcbe95aa59f38095057d,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,24.26,0,5,100.0
c42ba47d1df4847a1fae69d1407c83d9,269,0.0,0.0,0.0,29.9,0.0,0.0,0.0,0.0,0.0,10.96,0,5,0.0
ff755148365a0062374c353946b68aa3,21,174.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.97,0,5,100.0
74182c655b0270d9dde23ca43bb16a2e,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.5,277.0,1,5,100.0
657b9acae4845d34e8766e84be3de88b,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,7.88,0,4,0.0
85234917cd71e079f2cb073da6f28fdb,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.44,0,4,0.0
9d687a1e1a93c3d1788eaf38b05e0040,147,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,59.14,0,5,0.0
d3940a0df7ce0786ee2c5a68f8149f91,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86,0,5,0.0
7f2a3bcef7f1ac62f0020784d1986eea,37,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,18.36,0,4,0.0
49eb55b407f86a1e87d7898594e65c90,150,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,45.45,0,5,0.0
07d5b1f9bdd053347f0213187b343ac9,377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,32.84,0,5,0.0
07187fdb640eb2923d831b48ce809b54,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57,0,4,0.0
ee25395beccf60a948ec3591ec9ddacf,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79,1,5,0.0
4e21dec7323ad0b039b139d47fae3374,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02,0,5,100.0
6ba3c687055589c6271f660f1fbf6595,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,1,3,100.0
2825ce9bfc557b2f9e46019382c0ecf6,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1,5,0.0
33b141e373b4f251b033f9ed33d6974d,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.52,0,5,0.0
71f93416aba3c29ee0929275f545b506,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,8.17,0,5,0.0
f2eb5bf76a4172b5ac7fc0ce6d64c3da,78,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,25.63,0,5,100.0
3b9e2937de55d40ff1f7539bee704b40,236,0.0,0.0,0.0,65.69999999999999,0.0,0.0,0.0,0.0,0.0,43.56,0,3,100.0
9949e007c1f037474a3423372cccb701,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,0,5,100.0
399a778f5be153d30884026d52e5313b,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.58,0,5,0.0
12cc890391e57d7123e004856ff1f137,377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58,0,5,100.0
59f72bd03edfc6d071ee1091ea4dbaa6,209,0.0,0.0,0.0,0.0,0.0,68.9,0.0,0.0,0.0,79.86,0,4,100.0
99295d295510266e4145b6c536cac816,137,0.0,0.0,0.0,0.0,0.0,0.0,149.99,0.0,0.0,21.85,1,5,100.0
a577a79cf9dde79841a2b42bc7d0e6c3,186,0.0,0.0,0.0,0.0,0.0,79.9,0.0,0.0,0.0,21.01,0,2,0.0
1d15f7e108877a5588200e84345a9a68,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,1,4,0.0
430205ab3bd4700f1934a49b0f6c610e,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.02,1,1,100.0
9676b88a7dd5de3db5ded00d7d36f1b0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,9.3,0,5,100.0
1e7097be947ad5d0f7819bdc9d8d7d0e,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.24,0,1,100.0
a0c241dec798f1624d120b0be72d7377,50,0.0,0.0,0.0,89.69999999999999,0.0,0.0,0.0,0.0,0.0,48.33,0,5,0.0
00dd4390a8e8ad7a126e8331decc49ce,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.9,0.0,14.41,1,5,0.0
e4000306cf2f63714e6bb70dd20a6592,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.99,14.15,0,5,100.0
0eab82e58c1b71bfb9f2c7dd966e8cff,39,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,43.8,0,4,0.0
8ca577639091122b3c581bc89d11da3b,92,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0,4,0.0
545d52845f89fb2a0069f8af963812de,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78,0,5,0.0
572e9e13a44a5e4ac5c42e74b324244f,126,0.0,0.0,0.0,0.0,0.0,73.9,0.0,0.0,0.0,12.77,0,5,0.0
79a4fa88711e09a102e206befef01bda,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.9,18.25,1,4,0.0
0680711d6e757ec7287a047650d3896b,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.83,0,4,0.0
cab49f72708b32dab386b38320f5b31b,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,5,0.0
2e15bb92fa33e06e35287ea4d1cafe05,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,5,0.0
e08869b13b8407ac7473e5bd5f534d2a,5,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,14.25,0,5,0.0
c18a7f19c5bb90e5eade2d61849812a8,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.8,58.9,1,5,100.0
f1097c9562bd8f87de1e69c30b3b08eb,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.34,0,5,100.0
9a58c55c10b4eb6c69fb0874d8beb466,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,14.1,0,5,100.0
93027a697145bb67a134f56e9a3f0d9a,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,29.55,0,5,100.0
b1e2374fc88dd0dde96b938e49cf1a3a,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0,5,0.0
6935b767c9c3c6d8c27c9a840bc5c238,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,10.96,0,5,0.0
b8a13301c527ebcd83e27cbfb7f06a9a,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0,5,0.0
161fd742f7217e46d7924d781e8705af,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,36.24,0,5,100.0
6ad46014a4203440c38e3dbf7aedf51c,265,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,50.019999999999996,0,5,100.0
740ece7e8cdb4ee5eeb95dc76a4e578a,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,14.52,0,5,0.0
c112276ee020e563234bd46993fddc4b,276,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,17.78,0,5,0.0
7492a411232f7dd4b1adb8b335cd1983,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,14.1,1,4,0.0
eb679f5c31d49d7a27b04db1e948b959,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,1,5,0.0
c6d04cc582cb4e8488bc99994c62e6ed,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0,5,100.0
df38102d80095da57461f4e328d3ae7e,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.5,18.11,1,5,0.0
ee3944b64a4a9207cf551a5fe12982d1,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08,0,5,100.0
9915eb9f74b6c11aaf04833f65b00e93,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02,0,4,0.0
eb9414e9c56dacd436c2b7a274b34983,218,0.0,0.0,0.0,0.0,0.0,0.0,27.9,0.0,0.0,16.05,0,5,100.0
350e8172d9a1ed3cea31f50e09de726f,13,0.0,0.0,0.0,0.0,0.0,59.99,0.0,0.0,0.0,16.18,1,5,100.0
0c5e206ec36cc859ac0b248f2ad72e6e,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0,3,0.0
3256049f46589ca9ddb1dd86043f3948,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0,3,100.0
663d5a1d3fccfad3a3c4574072794a8d,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.97,0,3,100.0
e9c9682161ad1d5f51d7ae6e07447f88,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,15.56,1,1,100.0
3abdf4f27efce96f8573a88343a4084e,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.34,0,5,0.0
a6ddea592cbc5da9970a9a9803c07347,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,30.76,0,5,100.0
5c258f7c0ff4f829eec200d6b9ed6994,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.9,24.42,0,4,0.0
e81dd1589aadf99b5c59c15289de5df0,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,1,0.0
7ac26eac431c6848694a2de6f0327524,208,0.0,0.0,0.0,109.9,0.0,0.0,0.0,0.0,0.0,25.51,0,5,100.0
17e0f8c75b7598d7786a43f257e5453f,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6,13.18,0,5,0.0
7418458c86b91f0322f91e7145a02bd7,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,0,3,100.0
33d5f77e44abcb42cdfc86854e5fce8c,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.18,0,3,0.0
bbf0d1ddbf8bd44d192f056919e9b706,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.29,0,4,0.0
63386c87125fd15ae6798a09856e9eff,113,0.0,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.0,42.38,0,2,0.0
da76149820a35f0ef7ab70037d9dc9c9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.78,0,2,100.0
65f72a9364d44ebbd405299568002138,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.99,0,5,0.0
32bd7fa6d305e3c9a073ec9f2c5a49ad,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0,5,100.0
f4089943e1529aefcd2733e1eecf877a,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.88,0,5,0.0
13fff243cc1910bf64dafb9bc81ccddc,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,0,5,0.0
5ec6ec6338fe161e42b765f5ded9d69c,97,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,15.28,0,5,0.0
fc43c7addc1e0a622818d24929211a54,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.69,1,1,0.0
4ccacf05f1c687822fc379cec1a70493,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54,1,5,100.0
5805f02470aa5a345996c6cf1eae5be1,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,66.87,0,5,100.0
4fe67915d44791a5deab2957c2641048,227,0.0,0.0,0.0,20.79,0.0,0.0,0.0,0.0,0.0,19.68,0,5,0.0
bdd790f120738cf7ae6c93b292f4dad2,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.04,0,4,0.0
da1e7179b9c5a1494d78528cbcf05aa0,151,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,0.0,16.18,1,5,0.0
18bbfd7c77ff481bac5ae34fe5b8cc52,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79,0,4,100.0
cb2d00950f18d7d8f7fcfc8cc3a173b7,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.32,0,3,100.0
0fa37740a3371e759a99e0acc2d533c2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,3,0.0
a0bb13c6e9da8e2d1af6d0b8d5b61cd1,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.9,0.0,15.81,1,1,100.0
4387c856607a91376446da32e4a2012d,1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,14.1,1,5,100.0
22ef5b7c597d6e1789a2c0ee5cf00878,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.44,1,5,100.0
c0c0c50de0f9c7089f7de06b69577afc,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,1,5,0.0
f00dcc95289fc9d9a4938889748b94fe,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.9,0.0,22.15,0,4,0.0
cf6fcea0892d8ea6f5cfa685cb4abfe3,50,0.0,0.0,0.0,0.0,0.0,0.0,21.99,0.0,0.0,14.1,0,3,0.0
b010c55c8b77285afc3eda1fc35f390c,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,1,3,0.0
cf2d4b59551f1a621e1dd518d8025d3f,27,0.0,0.0,0.0,0.0,0.0,229.9,0.0,0.0,0.0,65.1,0,5,0.0
0aa7d3df6008a3d5aa9db07e65cef5d3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,5,0.0
8cfecfbbdad82f1281686a54caf46dbb,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.22,0,5,0.0
d0c5e56e04e886e73c79b3b71f0d6f0b,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,0.0,9.34,1,5,0.0
f64ee7b44a9c2170a0db74d6bc3d1ba8,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.99,15.15,0,5,0.0
9eb98592b8f2aad88bc937c857ea9a35,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0,5,100.0
4cdcedeadb2f9aeb0ba2ef5f2ebfd042,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.88,1,5,100.0
6fd9de387d337ad313a16b4c591ca753,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,17.78,1,4,100.0
dcf468beeda4b0ec3079e3e6b462fa51,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21,1,5,100.0
826c449cf40b8267142abd5c6e753ae2,207,0.0,0.0,0.0,0.0,0.0,0.0,18.99,0.0,0.0,17.78,0,5,100.0
8bba2fac2cb38bfb0a323272f63d5f75,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,35.06,0,5,100.0
20afb5e47a145730fe9e8c081318e71c,223,0.0,0.0,0.0,0.0,0.0,0.0,37.99,0.0,0.0,10.96,0,5,0.0
bc82228a4f5fceba5b14a04cb7b4591b,168,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,73.5,0,3,0.0
0dd47ea03f3e61825df9e2bc94c292f1,120,0.0,0.0,0.0,0.0,0.0,0.0,51.9,0.0,0.0,12.49,0,5,0.0
